topic,subtopic,keywords,exam_boards,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty
Quantum Physics,Energy Levels and Spectral Lines,electromagnetic;visible;transition,Eduqas;AQA;OCR;Edexcel,Which region of the electromagnetic spectrum is typically associated with electronic transitions in atoms?,X-rays,Gamma rays,Visible light,Radio waves,C,Electronic transitions often result in photons in the visible region of the spectrum.,easy
Quantum Physics,Energy Levels and Spectral Lines,excitation;electron;absorption,Eduqas;AQA;OCR;Edexcel,An electron absorbs energy and moves to a higher energy level. This process is called:,Ionisation,Emission,Excitation,Relaxation,C,"When an electron moves to a higher energy level, it is said to be excited.",easy
Quantum Physics,Energy Levels and Spectral Lines,absorption spectrum;dark lines;photon absorption,Eduqas;AQA;OCR;Edexcel,What is an absorption spectrum?,Bright lines on a dark background,Dark lines on a bright background,All wavelengths of visible light,Only infrared radiation,B,An absorption spectrum consists of dark lines where photons have been absorbed by atoms.,medium
Quantum Physics,Energy Levels and Spectral Lines,photon;energy;hf,Eduqas;AQA;OCR;Edexcel,Which formula gives the energy of a photon?,E = mc²,E = hf,E = h/v,E = qV,B,"The energy of a photon is E = hf, where h is Planck’s constant and f is the frequency.",easy
Quantum Physics,Energy Levels and Spectral Lines,spectral lines;unique;element,Eduqas;AQA;OCR;Edexcel,Why are spectral lines considered unique fingerprints of elements?,All elements emit the same lines,The lines depend on the number of neutrons,Each element has unique energy levels,They are all found in the same region of the spectrum,C,"Each element has a unique set of energy levels, resulting in unique spectral lines.",medium
Quantum Physics,Energy Levels and Spectral Lines,ionisation;energy;electron,Eduqas;AQA;OCR;Edexcel,What happens to an electron during ionisation?,It moves to a higher level within the atom,It emits a photon and returns to ground state,It absorbs enough energy to leave the atom,It becomes a proton,C,Ionisation occurs when an electron absorbs enough energy to completely leave the atom.,medium
Quantum Physics,Energy Levels and Spectral Lines,hydrogen;Balmer series;visible spectrum,Eduqas;AQA;OCR;Edexcel,A hydrogen atom transitions from n=5 to n=2. What region of the electromagnetic spectrum does the emitted photon belong to?,Infrared,Visible,Ultraviolet,Microwave,B,The Balmer series transitions (like n=5 to n=2) emit photons in the visible region.,hardcore
Quantum Physics,Energy Levels and Spectral Lines,hydrogen energy levels;photon energy;quantum,Eduqas;AQA;OCR;Edexcel,What is the energy (in eV) of a photon emitted when an electron in hydrogen falls from n=3 to n=1? (Use E = -13.6 eV / n²),10.2 eV,12.1 eV,13.6 eV,8.5 eV,B,"E₁ = -13.6 eV, E₃ = -1.51 eV → ΔE = -1.51 - (-13.6) = 12.1 eV.",hardcore
Quantum Physics,Energy Levels and Spectral Lines,spectral series;ultraviolet;Lyman,Eduqas;AQA;OCR;Edexcel,Which of the following spectral series lies in the ultraviolet region?,Paschen,Balmer,Lyman,Brackett,C,The Lyman series involves transitions to n=1 and lies in the ultraviolet region.,hardcore
Quantum Physics,Energy Levels and Spectral Lines,hydrogen;Balmer series;wavelength,Eduqas;AQA;OCR;Edexcel,The wavelength of a photon emitted from n=4 to n=2 in hydrogen is closest to:,486 nm,656 nm,121 nm,1875 nm,A,"The 4→2 transition in hydrogen corresponds to 486 nm, part of the visible Balmer series.",hardcore
Quantum Physics,Energy Levels and Spectral Lines,frequency;photon energy;calculation,Eduqas;AQA;OCR;Edexcel,An atom emits a photon of 2.5 eV. What is the frequency of the photon? (Use h = 4.14 × 10⁻¹⁵ eV·s),6.0 × 10¹⁴ Hz,4.0 × 10¹⁵ Hz,1.0 × 10¹⁵ Hz,2.5 × 10¹⁴ Hz,A,f = E/h = 2.5 / (4.14×10⁻¹⁵) ≈ 6.04 × 10¹⁴ Hz.,hardcore
Practical Skills,Required Practicals (CPAC),CPAC;practical;assessment criteria,Eduqas;AQA;OCR;Edexcel,What does CPAC stand for in A-level Physics practical work?,Core Physics Assessment Criteria,Common Practical Application Criteria,Common Practical Assessment Criteria,Critical Physics Analytical Competency,C,CPAC stands for Common Practical Assessment Criteria — a framework for assessing practical skills.,easy
Practical Skills,Required Practicals (CPAC),CPAC;assessment;skills,Eduqas;AQA;OCR;Edexcel,Which skill is NOT explicitly assessed under CPAC?,Planning experiments,Using ICT to write essays,Carrying out practical procedures,Analyzing and interpreting data,B,ICT use in essay writing is not part of CPAC; the criteria focus on practical experimental skills.,easy
Practical Skills,Required Practicals (CPAC),CPAC;purpose;competency,Eduqas;AQA;OCR;Edexcel,What is the main purpose of the CPAC framework?,To assign numerical grades to practicals,To ensure students demonstrate core practical competencies,To reduce time spent on lab work,To eliminate variation in practical results,B,CPAC ensures that students develop and demonstrate core competencies in experimental science.,easy
Practical Skills,Required Practicals (CPAC),CPAC;skills;equipment;measurement,Eduqas;AQA;OCR;Edexcel,Which of the following would demonstrate CPAC competency?,Guessing values to save time,Using a stopwatch and ruler to measure speed,Ignoring outliers to improve accuracy,Memorising standard results,B,Correct use of equipment like stopwatches and rulers is part of CPAC competencies.,medium
Practical Skills,Required Practicals (CPAC),CPAC;grading;certificate;reporting,Eduqas;AQA;OCR;Edexcel,How are CPAC practical skills reported in the final A-level grade?,As a separate numerical grade,They do not appear on the certificate,As a pass or not reported at all,As pass/fail separate from the written exam grade,D,CPAC is reported separately on the certificate as a 'pass' or not awarded.,medium
Practical Skills,Required Practicals (CPAC),required practicals;number;CPAC,Eduqas;AQA;OCR;Edexcel,How many required practicals are part of the A-level Physics specification (as per AQA/Edexcel/OCR)?,6,8,12,16,C,There are typically 12 required practicals at A-level (may vary slightly by board).,medium
Practical Skills,Required Practicals (CPAC),practical;physics;CPAC;acceleration,Eduqas;AQA;OCR;Edexcel,Which of the following is a required practical in A-level Physics?,Finding the pH of acids,Investigating acceleration using a trolley and ramp,Measuring the boiling point of water,Titrating sodium hydroxide and hydrochloric acid,B,Trolley and ramp acceleration is a core physics practical aligned with mechanics.,medium
Practical Skills,Required Practicals (CPAC),CPAC;errors;technique;repetition,Eduqas;AQA;OCR;Edexcel,What would demonstrate poor experimental technique in the context of CPAC?,Zeroing the balance before measuring,Using a stopwatch with reaction time accounted for,Failing to repeat measurements,Measuring voltage and current with appropriate precision,C,CPAC expects repetition and consistency in measurements to improve reliability.,easy
Practical Skills,Required Practicals (CPAC),CPAC;lab book;record keeping,Eduqas;AQA;OCR;Edexcel,What kind of record should students maintain for CPAC practicals?,Only the final result,A signed cover sheet,A full and accurate lab book/log of procedures and data,Just the teacher's grade,C,Students should keep a detailed log or lab book demonstrating each practical skill and results.,medium
Practical Skills,Required Practicals (CPAC),CPAC;endorsement;verification,Eduqas;AQA;OCR;Edexcel,Who verifies that students have met the CPAC requirements?,The exam board directly,An external moderator,Ofqual inspectors,Centre staff (teachers) and practical endorsement process,D,Practical skills are endorsed by teachers and subject to external review if needed.,medium
Fields,Capacitors in Fields,capacitor;dielectric;capacitance,Eduqas;AQA;OCR;Edexcel,What is the effect of placing a dielectric between the plates of a capacitor?,It decreases the capacitance,It increases the capacitance,It has no effect on capacitance,It increases the charge stored for a given voltage,B,A dielectric increases the capacitance by reducing the effective electric field between the plates.,medium
Fields,Capacitors in Fields,electric field;capacitor;voltage,Eduqas;AQA;OCR;Edexcel,What is the relationship between electric field strength and voltage across a parallel-plate capacitor?,E = V × d,E = V/d,E = d/V,E = V + d,B,"Electric field strength E = V/d, where d is the separation between plates.",easy
Fields,Capacitors in Fields,capacitor;dielectric;field strength,Eduqas;AQA;OCR;Edexcel,What happens to the electric field strength in a capacitor when a dielectric is inserted?,It increases,It decreases,It stays the same,It becomes zero,B,A dielectric reduces the effective electric field between the plates.,medium
Fields,Capacitors in Fields,capacitance;unit;farad,Eduqas;AQA;OCR;Edexcel,What is the unit of capacitance?,Farad,Henry,Coulomb,Joule,A,"Capacitance is measured in farads (F), equivalent to coulombs per volt.",easy
Fields,Capacitors in Fields,capacitor;energy;dielectric,Eduqas;AQA;OCR;Edexcel,What happens to the energy stored in a capacitor when a dielectric is inserted and the capacitor remains connected to a battery?,It increases,It decreases,It stays the same,It becomes zero,A,"With constant voltage, inserting a dielectric increases capacitance and hence stored energy (E = ½CV²).",medium
Fields,Capacitors in Fields,capacitor;calculation;field strength,Eduqas;AQA;OCR;Edexcel,A capacitor with 500 V across its plates and 0.02 m spacing has what electric field strength?,"10,000 V/m","25,000 V/m","5,000 V/m","50,000 V/m",B,"E = V/d = 500 / 0.02 = 25,000 V/m.",medium
Fields,Capacitors in Fields,capacitor;area;capacitance,Eduqas;AQA;OCR;Edexcel,What effect does doubling the plate area have on capacitance (assuming separation is constant)?,It halves the capacitance,It doubles the capacitance,No effect,It quadruples the capacitance,B,Capacitance is proportional to plate area: C ∝ A.,easy
Fields,Capacitors in Fields,capacitor;distance;separation,Eduqas;AQA;OCR;Edexcel,What happens to capacitance if the plate separation is halved?,It doubles,It halves,It quadruples,No change,A,Capacitance is inversely proportional to plate separation: C ∝ 1/d.,medium
Fields,Capacitors in Fields,capacitor;charge;calculation,Eduqas;AQA;OCR;Edexcel,"If the charge on a capacitor is 2 μC and the voltage is 10 V, what is the capacitance?",0.2 μF,2 μF,5 μF,20 μF,A,C = Q/V = 2×10⁻⁶ / 10 = 0.2 μF.,medium
Fields,Capacitors in Fields,dielectric;relative permittivity;capacitance,Eduqas;AQA;OCR;Edexcel,Which material property determines a dielectric’s effect on capacitance?,Conductivity,Relative permittivity,Density,Thermal expansion,B,Relative permittivity (εr) determines how much a dielectric increases capacitance.,hard
Fields,Alternating Currents,alternating current;ac;definition,Eduqas;AQA;OCR;Edexcel,What is meant by alternating current (AC)?,Current that flows in one direction only,Current that reverses direction periodically,Voltage that remains constant,Current that flows in a vacuum,B,"AC is an electric current that reverses direction periodically, unlike DC which flows in one direction.",easy
Fields,Alternating Currents,ac;voltage;rms;peak,Eduqas;AQA;OCR;Edexcel,What is the peak voltage of an AC signal with a root mean square (rms) voltage of 230 V?,115 V,460 V,325 V,160 V,C,Peak voltage = Vrms × √2 = 230 × 1.414 ≈ 325 V.,medium
Fields,Alternating Currents,ac;rms;peak;voltage,Eduqas;AQA;OCR;Edexcel,Which equation relates rms voltage to peak voltage?,Vrms = Vpeak × 2,Vrms = Vpeak / √2,Vrms = Vpeak × √2,Vrms = Vpeak²,B,Vrms = Vpeak / √2 — this is the standard formula for sinusoidal AC.,medium
Fields,Alternating Currents,ac;uk mains;frequency,Eduqas;AQA;OCR;Edexcel,What is the frequency of the UK mains supply?,50 Hz,60 Hz,100 Hz,230 Hz,A,The standard frequency of the AC mains supply in the UK is 50 Hz.,easy
Fields,Alternating Currents,angular frequency;unit;ac,Eduqas;AQA;OCR;Edexcel,What is the unit of angular frequency (ω) in AC calculations?,Hz,rad/s,V,s⁻²,B,Angular frequency is measured in radians per second (rad/s).,easy
Fields,Alternating Currents,ac;power;resistive circuit,Eduqas;AQA;OCR;Edexcel,How does power vary in a purely resistive AC circuit?,It remains constant,It oscillates at the same frequency as voltage,It only depends on current,It increases exponentially,B,"In a resistive AC circuit, power oscillates with the same frequency as the AC voltage.",medium
